Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"One Small Sparrow: The Remarkable, Real-Life Drama of One Community's Response to Save a Little Boy 's Life","Readers have been deeply moved by the unfolding true story of one small ""sparrow"" named Michael Leeland. Soon to be released in revised and updated paperback, One Small Sparrow restores faith in the watch-care of God and in His power to reach through powerless people to bring healing and hope in life's darkest moments. This award-winning volume by Jeff Leeland chronicles his little boy's life-and-death struggle with leukemia and the heroic efforts of young people and their community to save him. It also tells how the heartwarming sacrifice of a disabled boy's $60 life savings, which sparked the drive to help Michael, has grown into The Sparrow Foundation, a national organization of kids raising funds for kids in medical need. One Small Sparrow is a book that keeps alive the spirit of grace that saved a little boy. From the Trade Paperback edition.",['Jeff Leeland'],http://books.google.com/books/content?id=6XF4g0DttDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=6XF4g0DttDAC&q=One+Small+Sparrow:+The+Remarkable,+Real-Life+Drama+of+One+Community%27s+Response+to+Save+a+Little+Boy+%27s+Life&dq=One+Small+Sparrow:+The+Remarkable,+Real-Life+Drama+of+One+Community%27s+Response+to+Save+a+Little+Boy+%27s+Life&hl=&cd=1&source=gbs_api",Multnomah,1995,"http://books.google.nl/books?id=6XF4g0DttDAC&dq=One+Small+Sparrow:+The+Remarkable,+Real-Life+Drama+of+One+Community%27s+Response+to+Save+a+Little+Boy+%27s+Life&hl=&source=gbs_api",['Social Science'],
Cisco Catalyst LAN Switching,"The essential guide for understanding Ethernet switched networks Understand various Ethernet technologies from 10BASE-T to Gigabit Ethernet Learn about common switching modes, paths, and architectures Delve into the Cisco Catalyst switch architecture and examine the various Catalyst switch models, including the 6000/6500, 4500, and 3750 Become familiar with VLAN concepts, including types of trunks, VLAN Trunking Protocol (VTP), and private VLANs Understand Multilayer Switching (MLS) and the various hardware components that make MLS work Learn how to configure Cisco Catalyst switches in both native and hybrid mode Implement QoS on Cisco Catalyst switches Deploy multicast features and protocols, including PIM, IGMP snooping, and CGMP Utilize data link layer features such as BPDU Guard, BPDU Filter, Root Guard, Loop Guard, RSTP, and MST Evaluate design and configuration best practices Learn how to manage LANs and troubleshoot common problems Local-area networks (LANs) are becoming increasingly congested and overburdened because of a dramatic increase in traffic, faster CPUs and operating systems, and more network-intensive applications. Many organizations that use network and computing technology use LAN switching to take advantage of high-speed traffic forwarding and improved performance of traditional Ethernet technologies that don't require costly wiring upgrades or time-consuming host reconfiguration. Cisco LAN Switching Fundamentals provides administrators of campus networks with the most up-to-date introduction to LAN switching within a traditional Ethernet environment. Cisco LAN Switching Fundamentals presents an in-depth look at modern campus network requirements. It provides an easy-to-understand introduction to LAN switching best practices using Cisco Catalyst switches. This book provides you with a wealth of details on the architecture, operation, and configuration of the Cisco Catalyst family of switches. You learn about a wide range of topics, including quality of service (QoS), multicast, Rapid Spanning Tree Protocol (RSTP), Multiple Spanning Tree (MST), private virtual LANs (VLANs), and configuration using the native and hybrid software interfaces. Design advice and configuration examples are discussed liberally throughout the book to provide you with the best perspective on effective deployment techniques. Finally, the book wraps up with a discussion of steps necessary to troubleshoot common problems and optimize LAN performance. ...","['David 6563', 'Basir 6040']",,http://books.google.nl/books?id=cmlRzQEACAAJ&dq=Cisco+Catalyst+LAN+Switching&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=cmlRzQEACAAJ&dq=Cisco+Catalyst+LAN+Switching&hl=&source=gbs_api,['Local area networks (Computer networks)'],
Mcse Readiness Review -- Exam 70-098: Implementing And Supporting,"Developed exclusively for Microsoft Press by Self Test Software, this electronic assessment tool delivers a set of randomly generated, 60-question practice exams covering real MCP objectives. You can test and retest with different question sets each time - and with automated scoring you get immediate Pass/Fail feedback. More importantly, you'll get answers to these four critical questions: What do MCP exam questions look like? In what topic and skill areas am I proficient/deficient? How should I focus my studies? Am I ready for the real exam?",['Dave Perkovich'],http://books.google.com/books/content?id=ZMnKPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ZMnKPQAACAAJ&dq=Mcse+Readiness+Review+--+Exam+70-098:+Implementing+And+Supporting&hl=&cd=1&source=gbs_api,,1999-01,http://books.google.nl/books?id=ZMnKPQAACAAJ&dq=Mcse+Readiness+Review+--+Exam+70-098:+Implementing+And+Supporting&hl=&source=gbs_api,['Computers'],
The Chosen,"An overview of the work features a biographical sketch of the author, a list of characters, a summary of the plot, and critical and analytical views of the work.",['Harold Bloom'],http://books.google.com/books/content?id=jurSBMGSL6gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=jurSBMGSL6gC&pg=PA99&dq=The+Chosen&hl=&cd=1&source=gbs_api,Infobase Publishing,2005,http://books.google.nl/books?id=jurSBMGSL6gC&dq=The+Chosen&hl=&source=gbs_api,['Juvenile Nonfiction'],4.0
Alluvial Geoarchaeology: Floodplain Archaeology and Environmental Change (Cambridge Manuals in Archaeology),"This comprehensive technical manual is designed to give archaeologists the necessary background knowledge in environmental science required to excavate and analyze archaeological sites by rivers and on floodplains. Bringing together information on the evolution and exploitation of floodplain and river landscapes, this text draws on examples from Britain, Europe, North America and Australasia. An important theme is the interaction between climatic and cultural forces and the transformation of riverine environments.",['A. G. Brown'],http://books.google.com/books/content?id=352KtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=352KtAEACAAJ&dq=Alluvial+Geoarchaeology:+Floodplain+Archaeology+and+Environmental+Change+(Cambridge+Manuals+in+Archaeology)&hl=&cd=1&source=gbs_api,Cambridge University Press,1997-03-27,http://books.google.nl/books?id=352KtAEACAAJ&dq=Alluvial+Geoarchaeology:+Floodplain+Archaeology+and+Environmental+Change+(Cambridge+Manuals+in+Archaeology)&hl=&source=gbs_api,['Social Science'],
"New York Rocker: My Life in the Blank Generation with Blondie, Iggy Pop and Others 1974-1981","A first-person account by a founding member of Blondie recounts his witness to the birth of punk music, chronicling the transition of musical styles between the 1960s and 1980s while describing the contributions of such figures as Lou Reed, Iggy Pop, and David Bowie. Original.",['Gary Valentine'],http://books.google.com/books/content?id=wVgywyV-2WEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=wVgywyV-2WEC&dq=New+York+Rocker:+My+Life+in+the+Blank+Generation+with+Blondie,+Iggy+Pop+and+Others+1974-1981&hl=&cd=1&source=gbs_api",Da Capo Press,2006,"http://books.google.nl/books?id=wVgywyV-2WEC&dq=New+York+Rocker:+My+Life+in+the+Blank+Generation+with+Blondie,+Iggy+Pop+and+Others+1974-1981&hl=&source=gbs_api",['Biography & Autobiography'],
The Monstrous and the Marvelous,"Contains fourteen essays in which author Rikki Ducornet surveys the monstrous and the marvelous in literature, art, and film.","['Rikki Ducornet', 'Rikki']",http://books.google.com/books/content?id=4eStSUZiqXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=4eStSUZiqXQC&printsec=frontcover&dq=The+Monstrous+and+the+Marvelous&hl=&cd=1&source=gbs_api,City Lights Books,1999-08,http://books.google.nl/books?id=4eStSUZiqXQC&dq=The+Monstrous+and+the+Marvelous&hl=&source=gbs_api,['Literary Collections'],
Andy & Me: Crisis and Transformation on the Lean Journey,"In zijn eerste boek Geen genade schetste Andy van der Meijde in 2012 een stoer én onthutsend beeld van zijn leven als profvoetballer, met seksuele escapades, drugsgebruik en een gecrashte loopbaan als smeuïge ingrediënten. Tien jaar later is er een opvolger, dit keer met een optimistischer ondertoon. Andy! gaat over het nieuwe leven van de ex-topvoetballer, die door zijn hoge gunfactor is uitgegroeid tot een heus A-merk én een succesvol media-ondernemer. Zelf ontworpen (online-)programma's als Bij Andy in de Auto en Andy's cribs bieden vederlicht entertainment, maar genieten een mateloze populariteit bij honderdduizenden volgers. Voor Andy! duikt Van der Meijde met schrijver Eddy van der Ley in de ontstaansgeschiedenis van de 'nieuwe Andy' en gaat hij in gesprek met mensen die een belangrijke rol vertolken in zijn leven, zoals Sjaak Swart, Mitchell Dijks, moeder Agnes, echtgenote Melisa, vriend Tonny en manager Danny. Andy! gaat ook over zijn spirituele kant, over de moeizame band met de dochters uit zijn eerste huwelijk en over zijn autistische trekjes, onder meer resulterend in even hilarische als mislukte avonturen als zanger en kickbokser. Het maakt Andy! tot een onvervalst feel good-boek in sombere corona-tijden, tot een uniek document met veel humor en interactie, nooit eerder vertelde anekdotes en een heuse waarschuwing. 'Want ik mag dan een soort van zakenman zijn geworden, als mensen me proberen te fucken, komt de straatvechter in me naar boven.'",['Eddy van der Ley'],http://books.google.com/books/content?id=lwZXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=lwZXEAAAQBAJ&pg=PT52&dq=Andy&hl=&cd=1&source=gbs_api,Overamstel Uitgevers,2022-02-17,https://play.google.com/store/books/details?id=lwZXEAAAQBAJ&source=gbs_api,['Sports & Recreation'],
THE WORLD'S BIRTHDAY A ROSH HASHANAH STORY,Daniel is determined to have a birthday party for the world to celebrate Rosh Hashanah.,['Barbara Diamond Goldin'],http://books.google.com/books/content?id=j6krqTCyegsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=j6krqTCyegsC&q=THE+WORLD%27S+BIRTHDAY+A+ROSH+HASHANAH+STORY&dq=THE+WORLD%27S+BIRTHDAY+A+ROSH+HASHANAH+STORY&hl=&cd=1&source=gbs_api,Voyager Books,1995,http://books.google.nl/books?id=j6krqTCyegsC&dq=THE+WORLD%27S+BIRTHDAY+A+ROSH+HASHANAH+STORY&hl=&source=gbs_api,['Juvenile Fiction'],
Why I Hate Israel: a Candid Account (Hardcover),The author provides a fresh look at the Jewish-Arabic conflict in light of current trends in human-rights laws and ethics. Gandhi-Ganesh is particularly insightful in identifying troubling elements that are impediments to peace and human progress in the Middle East and on the global scene.,['Priya Gandhi-Ganesh'],http://books.google.com/books/content?id=b4kCJxHX40YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=b4kCJxHX40YC&pg=PA4&dq=Why+I+Hate+Israel:+a+Candid+Account+(Hardcover)&hl=&cd=1&source=gbs_api,The Hermit Kingdom Press,2004,http://books.google.nl/books?id=b4kCJxHX40YC&dq=Why+I+Hate+Israel:+a+Candid+Account+(Hardcover)&hl=&source=gbs_api,['History'],2.0
